net,length_um
_01155_,87.37µm
clknet_4_8__leaf_clk,87.32µm
_02855_,87.28µm
_10059_,87.26µm
_35564_,87.24µm
_07983_,87.22µm
_31669_,87.19µm
_17622_,87.16µm
_08005_,87.12µm
_07446_,87.1µm
net1688,87µm
_25205_,86.95µm
_07696_,86.94µm
_09522_,86.92µm
_23862_,86.92µm
_26608_,86.88µm
_08587_,86.86µm
net300,86.86µm
_03638_,86.82µm
_14554_,86.82µm
_23805_,86.82µm
_14034_,86.78µm
_26673_,86.76µm
net368,86.7µm
_26456_,86.68µm
_31617_,86.68µm
_30826_,86.62µm
_34124_,86.58µm
net241,86.56µm
_32395_,86.53µm
_02570_,86.46µm
_15126_,86.44µm
_13751_,86.4µm
_18960_,86.4µm
_24701_,86.38µm
_14422_,86.34µm
_18918_,86.28µm
_32144_,86.28µm
_19960_,86.2µm
_23949_,86.2µm
_13842_,86.16µm
net1809,86.16µm
_03550_,86.14µm
_13136_,86.08µm
net332,86.08µm
_10010_,86µm
_13761_,85.98µm
_32394_,85.98µm
_37247_,85.96µm
_19975_,85.94µm
_34759_,85.93µm
_16206_,85.92µm
_37333_,85.92µm
_31449_,85.9µm
_18008_,85.76µm
_36112_,85.715µm
_23036_,85.7µm
_23979_,85.7µm
_27971_,85.7µm
_10096_,85.64µm
_25304_,85.64µm
_22142_,85.62µm
_08036_,85.6µm
_27605_,85.58µm
_17410_,85.56µm
_06641_,85.555µm
_10025_,85.53µm
_37545_,85.52µm
_17907_,85.51µm
_29160_,85.48µm
_13878_,85.47µm
_14986_,85.36µm
_01259_,85.3µm
_00319_,85.24µm
_20910_,85.22µm
_07994_,85.2µm
_09307_,85.2µm
_21438_,85.18µm
_26738_,85.14µm
_33559_,85.14µm
_18293_,85.13µm
_11368_,85.12µm
_35894_,85.12µm
_14386_,85.05µm
_10645_,85.04µm
_36774_,85.04µm
_28003_,85.02µm
_26447_,85µm
_10803_,84.98µm
_18049_,84.88µm
_05330_,84.82µm
_20242_,84.82µm
_19566_,84.81µm
_25033_,84.78µm
_11380_,84.74µm
_20920_,84.72µm
_08046_,84.66µm
_23200_,84.6µm
_13691_,84.5µm
_04061_,84.48µm
_03076_,84.46µm
_06650_,84.46µm
_08603_,84.46µm
_02754_,84.44µm
_35986_,84.44µm
_16196_,84.42µm
_01148_,84.38µm
_27560_,84.37µm
_08563_,84.32µm
_27272_,84.32µm
_29306_,84.32µm
_09428_,84.275µm
_03666_,84.26µm
_28825_,84.14µm
_32645_,84.04µm
_20194_,83.98µm
net1770,83.98µm
_25018_,83.96µm
_13029_,83.91µm
_08394_,83.86µm
_24554_,83.84µm
_24602_,83.84µm
_16557_,83.82µm
net1670,83.78µm
_34939_,83.72µm
_15353_,83.7µm
_25768_,83.66µm
_24140_,83.62µm
_36718_,83.6µm
_20262_,83.58µm
_25742_,83.54µm
_35514_,83.52µm
_11199_,83.5µm
_16833_,83.5µm
_10102_,83.48µm
_12625_,83.48µm
_34087_,83.44µm
_26427_,83.38µm
_37407_,83.355µm
_18449_,83.3µm
_20167_,83.3µm
_22665_,83.28µm
_13649_,83.25µm
_23953_,83.22µm
_05489_,83.18µm
_33539_,83.18µm
_35095_,83.14µm
_31094_,83.095µm
_27814_,83.08µm
_30904_,83.07µm
_13743_,83.06µm
_03241_,83µm
_07428_,82.98µm
_32940_,82.96µm
_14597_,82.92µm
_12720_,82.82µm
_33969_,82.78µm
_12615_,82.76µm
_09189_,82.715µm
_13824_,82.68µm
_23405_,82.6µm
_11297_,82.56µm
_32964_,82.56µm
_34450_,82.56µm
_25226_,82.53µm
_06168_,82.52µm
_11287_,82.52µm
_07537_,82.5µm
_15836_,82.48µm
_12673_,82.45µm
_08723_,82.42µm
_11001_,82.38µm
_37273_,82.36µm
_11104_,82.29µm
net1778,82.26µm
_16892_,82.18µm
_28318_,82.18µm
_24546_,82.16µm
_24605_,82.08µm
_34880_,82.06µm
net1649,82.06µm
_22666_,82.02µm
_16029_,82.01µm
_21153_,81.98µm
_17965_,81.94µm
_25077_,81.9µm
_18787_,81.84µm
_24565_,81.84µm
_02305_,81.82µm
_10023_,81.8µm
_11134_,81.78µm
_21449_,81.78µm
_27624_,81.76µm
_08825_,81.74µm
_24528_,81.71µm
clknet_4_6__leaf_clk,81.68µm
_37582_,81.66µm
net412,81.64µm
_11941_,81.62µm
_07279_,81.57µm
_07259_,81.56µm
net1766,81.54µm
_15727_,81.525µm
_27613_,81.52µm
_11998_,81.51µm
_19424_,81.445µm
_06798_,81.36µm
_09247_,81.36µm
_19404_,81.35µm
_20786_,81.32µm
_37232_,81.18µm
_02315_,81.16µm
_19972_,81.14µm
_24501_,81.13µm
_35060_,81.05µm
_34153_,80.98µm
_03634_,80.94µm
_11123_,80.94µm
_21004_,80.92µm
_21976_,80.92µm
_33887_,80.92µm
net1636,80.84µm
_20638_,80.8µm
_07093_,80.78µm
_06622_,80.7µm
_10664_,80.68µm
_32392_,80.68µm
net37,80.67µm
_24070_,80.64µm
_18133_,80.585µm
_16738_,80.58µm
_37700_,80.58µm
_26535_,80.56µm
_12399_,80.48µm
_12209_,80.44µm
_05968_,80.42µm
_29439_,80.42µm
_34602_,80.42µm
_36985_,80.42µm
_09060_,80.34µm
_08279_,80.3µm
_20549_,80.3µm
_08556_,80.22µm
_32696_,80.16µm
_27694_,80.12µm
_01684_,80.1µm
_11304_,80.06µm
_26717_,80.02µm
_09361_,80µm
_25236_,80µm
_11269_,79.98µm
_37850_,79.98µm
_04447_,79.96µm
_07534_,79.94µm
_07933_,79.94µm
_16873_,79.94µm
_26417_,79.94µm
_34806_,79.92µm
_05565_,79.9µm
_12991_,79.88µm
_20641_,79.88µm
_20902_,79.87µm
_09286_,79.86µm
_20209_,79.86µm
_36276_,79.84µm
_25126_,79.83µm
_16780_,79.78µm
_04927_,79.76µm
_06000_,79.76µm
_20177_,79.74µm
_35706_,79.71µm
_33524_,79.58µm
_24274_,79.54µm
_27686_,79.52µm
_03712_,79.46µm
_02090_,79.44µm
_15077_,79.38µm
_15288_,79.38µm
_05350_,79.375µm
_11937_,79.35µm
_15453_,79.34µm
_24743_,79.34µm
_19736_,79.32µm
_22089_,79.24µm
_31381_,79.24µm
_07914_,79.2µm
_16698_,79.2µm
_16169_,79.18µm
_21977_,79.16µm
_13172_,79.14µm
_20184_,79.14µm
_34948_,79.14µm
_20328_,79.08µm
_16620_,79.06µm
_15644_,79µm
_26695_,79µm
_32900_,78.98µm
_08748_,78.96µm
_19466_,78.94µm
_01134_,78.92µm
_11481_,78.92µm
_32981_,78.92µm
_19886_,78.88µm
_33486_,78.88µm
_26198_,78.8µm
net1701,78.8µm
_35715_,78.78µm
_02721_,78.76µm
_07441_,78.68µm
_24914_,78.64µm
_10619_,78.58µm
_33599_,78.52µm
_14432_,78.4µm
_37025_,78.36µm
_18286_,78.34µm
_25583_,78.32µm
net510,78.32µm
_37182_,78.26µm
_00038_,78.245µm
net244,78.24µm
net1664,78.2µm
_10072_,78.16µm
_16249_,78.16µm
_34567_,78.15µm
_19345_,78.12µm
_25750_,78.12µm
_31538_,78.12µm
_29322_,78.06µm
_32408_,78.06µm
_18796_,78.04µm
_36977_,78.02µm
_16081_,77.92µm
_23650_,77.92µm
_02950_,77.9µm
_26697_,77.87µm
_04896_,77.82µm
_11206_,77.8µm
_18464_,77.745µm
_15014_,77.68µm
_16258_,77.68µm
_22084_,77.62µm
_25196_,77.62µm
_06125_,77.58µm
_10654_,77.58µm
_25803_,77.535µm
_36786_,77.51µm
_33780_,77.5µm
_21447_,77.46µm
_25286_,77.44µm
_35675_,77.44µm
_01579_,77.4µm
_02723_,77.37µm
_01088_,77.35µm
_12323_,77.35µm
_34813_,77.33µm
_36162_,77.33µm
_37607_,77.32µm
_25713_,77.3µm
net1723,77.25µm
_37597_,77.23µm
_07839_,77.225µm
_22019_,77.22µm
_30531_,77.18µm
_34402_,77.14µm
_02730_,77.1µm
_01991_,77.06µm
net1678,77.06µm
_13703_,77.04µm
_24099_,77.02µm
_07787_,77µm
_14399_,77µm
_24778_,76.94µm
_03802_,76.87µm
_27621_,76.86µm
net1071,76.86µm
_37461_,76.82µm
_17188_,76.8µm
net1642,76.78µm
_29880_,76.74µm
_15536_,76.7µm
_36216_,76.68µm
_20052_,76.64µm
_32095_,76.62µm
_28062_,76.58µm
_15200_,76.56µm
_29435_,76.52µm
_26745_,76.48µm
_34840_,76.475µm
_31512_,76.44µm
net1004,76.44µm
_33224_,76.43µm
net408,76.41µm
net1724,76.39µm
_15654_,76.32µm
_11996_,76.31µm
_08016_,76.3µm
net409,76.28µm
_37365_,76.24µm
_15395_,76.15µm
tea.data_in\[57\],76.1µm
_25795_,76.09µm
_18043_,76.08µm
_05462_,76.06µm
_08614_,76.02µm
_36051_,75.86µm
_25410_,75.84µm
_11949_,75.78µm
_35165_,75.76µm
_04258_,75.7µm
_34202_,75.7µm
_24149_,75.68µm
_04802_,75.66µm
_22744_,75.635µm
net247,75.56µm
_15824_,75.54µm
_13022_,75.52µm
_12950_,75.5µm
_07996_,75.47µm
_03383_,75.42µm
_25167_,75.375µm
_27637_,75.32µm
_34395_,75.29µm
_07190_,75.26µm
_22008_,75.16µm
_18590_,75.12µm
_33355_,75.12µm
_08035_,75.1µm
_28380_,75.1µm
_34556_,75.1µm
_34386_,75.06µm
_08522_,75.02µm
_36236_,75.02µm
_36978_,74.9µm
_18749_,74.88µm
_07149_,74.825µm
_23968_,74.82µm
_16377_,74.8µm
_03609_,74.78µm
_23958_,74.78µm
_20183_,74.76µm
_19526_,74.75µm
_04148_,74.74µm
_04813_,74.74µm
_24540_,74.74µm
_35034_,74.74µm
_02924_,74.6µm
_27430_,74.6µm
_15143_,74.58µm
_25010_,74.565µm
_16767_,74.56µm
_36246_,74.52µm
_36913_,74.515µm
_23808_,74.46µm
_11690_,74.44µm
_08613_,74.42µm
_20325_,74.42µm
_33119_,74.42µm
_18946_,74.36µm
_01705_,74.3µm
_26723_,74.28µm
_14155_,74.27µm
_09070_,74.26µm
_06104_,74.24µm
_05449_,74.2µm
_21121_,74.18µm
_32861_,74.14µm
_10022_,74.06µm
_29246_,74.06µm
_28010_,74.02µm
_35143_,73.96µm
_12657_,73.92µm
_00944_,73.83µm
_14126_,73.8µm
_09413_,73.78µm
_12373_,73.78µm
_04522_,73.76µm
_21285_,73.76µm
_29994_,73.76µm
_37797_,73.76µm
_09345_,73.7µm
_32897_,73.66µm
_32113_,73.62µm
_34526_,73.62µm
_16779_,73.56µm
_03890_,73.54µm
_20474_,73.54µm
_32350_,73.5µm
_16232_,73.46µm
_17458_,73.42µm
_15830_,73.38µm
_09590_,73.35µm
_03582_,73.33µm
net243,73.3µm
_17523_,73.29µm
_04754_,73.24µm
_05341_,73.24µm
_10659_,73.24µm
_13704_,73.24µm
_26114_,73.06µm
_34164_,73.04µm
_36293_,72.92µm
_15721_,72.9µm
_02675_,72.86µm
_35695_,72.84µm
_15504_,72.8µm
_12640_,72.79µm
_25854_,72.78µm
_37164_,72.77µm
_06818_,72.76µm
_24036_,72.72µm
_20604_,72.7µm
_26731_,72.66µm
_13203_,72.59µm
_09803_,72.52µm
_33239_,72.5µm
_33621_,72.5µm
_34514_,72.5µm
_33839_,72.485µm
_10137_,72.44µm
_19368_,72.42µm
_07924_,72.38µm
_08539_,72.38µm
_17940_,72.34µm
_00097_,72.275µm
_14113_,72.2µm
_26117_,72.2µm
_33848_,72.18µm
_09896_,72.12µm
_02643_,72.04µm
_31485_,71.96µm
_37416_,71.96µm
_20858_,71.9µm
_32150_,71.88µm
_13938_,71.86µm
_15046_,71.86µm
_04534_,71.84µm
_07391_,71.78µm
_04152_,71.74µm
_09835_,71.7µm
_10652_,71.64µm
_20171_,71.6µm
_24104_,71.56µm
_17639_,71.54µm
_35614_,71.54µm
_12336_,71.51µm
_17325_,71.5µm
_06545_,71.48µm
_32228_,71.44µm
_33731_,71.4µm
_00426_,71.36µm
_17994_,71.34µm
_15211_,71.32µm
_08150_,71.3µm
_14907_,71.28µm
_31769_,71.26µm
net131,71.26µm
net1676,71.26µm
_08630_,71.24µm
_14408_,71.18µm
_24087_,71.18µm
_22750_,71.17µm
_37623_,71.17µm
_11298_,71.16µm
_11532_,71.14µm
_34927_,71.14µm
_30552_,71.1µm
_35025_,71.1µm
net1644,71.06µm
_19588_,71.01µm
_32206_,71.01µm
_12444_,71µm
_05370_,70.99µm
_15410_,70.98µm
_14452_,70.96µm
_09132_,70.92µm
_36961_,70.865µm
net2,70.82µm
_11264_,70.81µm
_03516_,70.8µm
_32448_,70.8µm
_16808_,70.76µm
net43,70.74µm
_13106_,70.705µm
_20043_,70.66µm
_14627_,70.62µm
_35462_,70.55µm
_10013_,70.54µm
_10604_,70.52µm
net1771,70.515µm
_05202_,70.5µm
_31560_,70.48µm
net169,70.48µm
_14462_,70.46µm
_21978_,70.455µm
_19676_,70.32µm
_21466_,70.32µm
_04932_,70.12µm
_22134_,70.11µm
_10552_,70.08µm
_21598_,70.04µm
_33422_,69.96µm
_33546_,69.96µm
_22878_,69.94µm
_23502_,69.92µm
_13832_,69.88µm
_22038_,69.78µm
net1800,69.76µm
_27275_,69.74µm
_12398_,69.7µm
_34095_,69.68µm
_17757_,69.6µm
_30588_,69.6µm
_15492_,69.52µm
_37667_,69.52µm
_22046_,69.46µm
_29863_,69.46µm
_37634_,69.46µm
_30460_,69.44µm
_04912_,69.38µm
_05598_,69.36µm
_33135_,69.32µm
net236,69.32µm
_33435_,69.31µm
_20781_,69.275µm
_34393_,69.26µm
_37693_,69.26µm
_33477_,69.255µm
_24509_,69.215µm
_17600_,69.2µm
_30613_,69.18µm
_03734_,69.16µm
_01695_,69.06µm
_14564_,68.98µm
_16565_,68.94µm
_03750_,68.92µm
_32926_,68.92µm
_09975_,68.88µm
_15009_,68.84µm
_04313_,68.8µm
_33533_,68.8µm
_16818_,68.78µm
_20418_,68.66µm
_11951_,68.64µm
_32930_,68.62µm
net237,68.62µm
_04511_,68.6µm
_04613_,68.6µm
_24058_,68.58µm
_37953_,68.56µm
_33431_,68.55µm
_14846_,68.53µm
_19377_,68.48µm
_33916_,68.415µm
_25299_,68.38µm
_03876_,68.34µm
_31501_,68.33µm
_03588_,68.32µm
_03861_,68.32µm
_13720_,68.32µm
_35038_,68.32µm
_27844_,68.315µm
_25620_,68.295µm
_35749_,68.26µm
_04163_,68.21µm
_03725_,68.2µm
_20162_,68.18µm
_07121_,68.16µm
_34822_,68.15µm
_04020_,68.14µm
_22720_,68.14µm
_05470_,68.12µm
_12500_,68.12µm
_14169_,68.08µm
_25874_,68.06µm
_35584_,68.06µm
_17004_,68.04µm
net302,68.02µm
_36755_,68.01µm
_32215_,67.96µm
_12667_,67.9µm
net30,67.87µm
_21965_,67.82µm
_32084_,67.82µm
_14590_,67.8µm
_33468_,67.76µm
_35760_,67.76µm
_35014_,67.74µm
net1662,67.74µm
_25128_,67.73µm
_13350_,67.67µm
_05431_,67.66µm
_10449_,67.66µm
_29027_,67.66µm
_15533_,67.6µm
_28019_,67.56µm
_20221_,67.52µm
_28325_,67.52µm
_06399_,67.5µm
_07108_,67.48µm
_36142_,67.48µm
_32124_,67.47µm
_20695_,67.46µm
net17,67.46µm
_06126_,67.38µm
_11115_,67.3µm
_36058_,67.28µm
_11679_,67.26µm
_22884_,67.24µm
_35636_,67.24µm
_10062_,67.2µm
_04496_,67.18µm
_19453_,67.18µm
_02689_,67.16µm
_24742_,67.14µm
_08602_,67.12µm
_14209_,67.12µm
_27132_,67.08µm
_10003_,67.02µm
_18940_,67µm
_32436_,66.98µm
_03934_,66.94µm
_07466_,66.94µm
_06132_,66.92µm
_14251_,66.92µm
_10665_,66.9µm
_21602_,66.78µm
_10707_,66.76µm
_14441_,66.72µm
_34118_,66.64µm
_17087_,66.6µm
_06787_,66.58µm
net230,66.56µm
_25295_,66.54µm
_14531_,66.52µm
_15422_,66.5µm
_26660_,66.5µm
net1752,66.48µm
_09980_,66.46µm
_14578_,66.42µm
_34344_,66.41µm
net1725,66.34µm
_11915_,66.28µm
_24741_,66.26µm
_27920_,66.26µm
_37661_,66.24µm
_10670_,66.2µm
_12562_,66.2µm
_08183_,66.18µm
_11835_,66.18µm
_02031_,66.1µm
_02961_,66.08µm
_17450_,66.07µm
_06810_,66.06µm
_28282_,66.02µm
_09983_,66.01µm
_03344_,65.92µm
_10681_,65.92µm
_27518_,65.88µm
_04023_,65.82µm
_17052_,65.82µm
_08185_,65.8µm
_28521_,65.8µm
_13929_,65.78µm
_25633_,65.68µm
_33457_,65.67µm
net1640,65.665µm
_30858_,65.62µm
_32961_,65.62µm
_05185_,65.57µm
_06094_,65.56µm
_34127_,65.56µm
_35750_,65.54µm
_26999_,65.5µm
_27662_,65.48µm
_35047_,65.46µm
_17980_,65.43µm
_16134_,65.42µm
net1791,65.36µm
_02999_,65.33µm
_17615_,65.32µm
_05600_,65.3µm
_37229_,65.26µm
_28304_,65.24µm
_03592_,65.18µm
_10811_,65.16µm
_23619_,65.16µm
_29874_,65.16µm
_00657_,65.06µm
_04180_,65.06µm
_31158_,65.055µm
net1648,64.98µm
_34167_,64.9µm
_36495_,64.9µm
_23845_,64.88µm
_10698_,64.86µm
_19618_,64.76µm
_29879_,64.72µm
_34144_,64.72µm
_08546_,64.66µm
_10082_,64.64µm
_05957_,64.62µm
_15743_,64.6µm
_12239_,64.54µm
_11218_,64.52µm
_35842_,64.52µm
_19517_,64.48µm
_11040_,64.43µm
_34281_,64.43µm
_17086_,64.42µm
_32492_,64.42µm
_04681_,64.41µm
_37385_,64.4µm
_08025_,64.34µm
net1733,64.33µm
_16055_,64.3µm
_09972_,64.24µm
_35503_,64.24µm
_02388_,64.22µm
_18093_,64.22µm
_00490_,64.18µm
_33511_,64.18µm
_05429_,64.08µm
_24013_,63.98µm
_25325_,63.98µm
_30396_,63.88µm
_30487_,63.88µm
_01170_,63.8µm
_32887_,63.76µm
_36732_,63.76µm
_35122_,63.74µm
_09845_,63.715µm
_03166_,63.7µm
_08012_,63.68µm
_27191_,63.68µm
_01371_,63.66µm
_22803_,63.66µm
_32188_,63.66µm
_20062_,63.64µm
_32970_,63.64µm
_01029_,63.62µm
_16768_,63.62µm
_35214_,63.6µm
_06831_,63.52µm
_32810_,63.52µm
_30472_,63.5µm
_26722_,63.46µm
_20423_,63.4µm
_23427_,63.38µm
net1698,63.37µm
_03542_,63.36µm
_24046_,63.36µm
_04564_,63.31µm
_16626_,63.3µm
_19194_,63.28µm
_26393_,63.28µm
_36292_,63.26µm
_37676_,63.24µm
_20814_,63.22µm
_24491_,63.22µm
_30349_,63.22µm
_32172_,63.22µm
_21897_,63.2µm
_09465_,63.18µm
_14141_,63.18µm
_33609_,63.18µm
_07425_,63.1µm
_15121_,63.1µm
_34077_,63.08µm
_20847_,63.03µm
_13199_,63µm
_15154_,62.98µm
_25195_,62.94µm
_24385_,62.915µm
_11193_,62.88µm
_23440_,62.88µm
_25314_,62.86µm
_30284_,62.86µm
_03347_,62.84µm
_15827_,62.82µm
_16390_,62.78µm
net171,62.76µm
_15667_,62.75µm
_02299_,62.72µm
_32233_,62.72µm
_00647_,62.64µm
_04617_,62.61µm
_28016_,62.55µm
_33002_,62.46µm
_18411_,62.44µm
_36597_,62.42µm
_28503_,62.4µm
_30282_,62.4µm
_07462_,62.36µm
_12664_,62.36µm
_33063_,62.34µm
_35117_,62.34µm
_19614_,62.28µm
_14062_,62.27µm
net252,62.26µm
_19452_,62.2µm
_24538_,62.2µm
_05164_,62.14µm
_31545_,62.12µm
_33215_,62.11µm
net217,62.08µm
_26716_,62.04µm
_05156_,62.02µm
_06502_,62.02µm
_15792_,61.94µm
_16928_,61.84µm
_27644_,61.84µm
_26574_,61.82µm
_20174_,61.8µm
_00096_,61.785µm
_35492_,61.78µm
net373,61.74µm
_01702_,61.7µm
_12131_,61.7µm
_04654_,61.655µm
_12377_,61.6µm
net438,61.595µm
_37258_,61.58µm
_37966_,61.58µm
_00813_,61.545µm
_33464_,61.54µm
_06179_,61.52µm
_31558_,61.46µm
_01681_,61.44µm
_08520_,61.44µm
_14424_,61.43µm
_00951_,61.4µm
_05979_,61.4µm
_21445_,61.4µm
_15499_,61.36µm
_05510_,61.34µm
_04488_,61.265µm
_25745_,61.26µm
_05990_,61.24µm
_02725_,61.2µm
_29049_,61.2µm
_18553_,61.18µm
_05661_,61.14µm
_28298_,61.02µm
_12409_,61µm
_35079_,60.96µm
_01913_,60.95µm
_21938_,60.92µm
_04702_,60.89µm
_02408_,60.86µm
_02562_,60.78µm
_29498_,60.78µm
net1002,60.78µm
_05211_,60.76µm
_23838_,60.69µm
_03446_,60.66µm
_19677_,60.66µm
_17116_,60.64µm
_32776_,60.615µm
_03683_,60.58µm
_00303_,60.56µm
_08151_,60.52µm
_23948_,60.52µm
_09256_,60.48µm
_18632_,60.46µm
_25360_,60.44µm
net218,60.44µm
_03645_,60.42µm
_32439_,60.42µm
_27228_,60.4µm
_37337_,60.36µm
_00329_,60.32µm
_03042_,60.32µm
_04111_,60.32µm
_24462_,60.32µm
_33565_,60.28µm
_20566_,60.24µm
_24907_,60.24µm
_05264_,60.22µm
_11244_,60.22µm
_01897_,60.2µm
_32991_,60.2µm
_11097_,60.18µm
_34862_,60.175µm
_03543_,60.16µm
_11320_,60.16µm
_25714_,60.14µm
_26010_,60.14µm
_14985_,60.12µm
_36283_,60.12µm
_25294_,60.11µm
tea.data_in\[62\],60.08µm
_14503_,60.05µm
_02242_,59.92µm
_32802_,59.91µm
_32884_,59.88µm
_29791_,59.84µm
_05841_,59.8µm
_04041_,59.78µm
_16712_,59.78µm
_06836_,59.76µm
_14845_,59.74µm
_08982_,59.7µm
_17643_,59.64µm
net1735,59.64µm
_13692_,59.63µm
_04106_,59.58µm
_15079_,59.58µm
_14248_,59.54µm
_04692_,59.49µm
_15057_,59.48µm
_36153_,59.465µm
_01909_,59.44µm
_19738_,59.44µm
_16473_,59.43µm
net1669,59.42µm
_36951_,59.4µm
_26387_,59.38µm
_04577_,59.36µm
_34215_,59.36µm
_20027_,59.34µm
_11254_,59.32µm
_16724_,59.32µm
_07533_,59.28µm
_27121_,59.22µm
_00481_,59.21µm
_07358_,59.2µm
_33417_,59.16µm
_25088_,59.14µm
_25246_,59.14µm
_14568_,59.12µm
_07887_,59.06µm
_24619_,58.94µm
_32875_,58.89µm
_05931_,58.86µm
_01820_,58.855µm
_36090_,58.84µm
net295,58.84µm
_13965_,58.83µm
_14529_,58.82µm
_37210_,58.8µm
_11848_,58.775µm
_22812_,58.72µm
_35082_,58.7µm
_12632_,58.68µm
_34406_,58.68µm
_21018_,58.64µm
_30615_,58.62µm
_17294_,58.56µm
_37943_,58.545µm
_12124_,58.54µm
_19587_,58.54µm
_34259_,58.54µm
_23376_,58.505µm
_08163_,58.5µm
_13721_,58.42µm
_07461_,58.4µm
_08515_,58.4µm
_13709_,58.36µm
_21454_,58.36µm
_19454_,58.34µm
_11719_,58.3µm
_15331_,58.3µm
_03743_,58.26µm
_11072_,58.26µm
_08518_,58.24µm
_07913_,58.16µm
_25124_,58.1µm
_06159_,58.08µm
_04845_,57.86µm
_12023_,57.85µm
_33578_,57.78µm
net1743,57.78µm
_20950_,57.76µm
_13000_,57.74µm
_13776_,57.74µm
_04882_,57.72µm
_16001_,57.68µm
_14530_,57.66µm
_02275_,57.6µm
_32744_,57.6µm
_07907_,57.58µm
_34416_,57.58µm
net24,57.58µm
_32316_,57.54µm
_07411_,57.52µm
_32948_,57.52µm
_02638_,57.5µm
_00921_,57.48µm
net367,57.46µm
_21911_,57.44µm
_23447_,57.4µm
_28317_,57.38µm
_12592_,57.36µm
_01599_,57.34µm
_36382_,57.34µm
_19311_,57.32µm
_07483_,57.3µm
_05818_,57.28µm
_09956_,57.28µm
_16888_,57.28µm
_19382_,57.28µm
_30201_,57.26µm
_34441_,57.26µm
_37650_,57.26µm
_20687_,57.24µm
_17763_,57.145µm
_37246_,57.12µm
_13647_,57.1µm
_24205_,57.08µm
_14556_,57.06µm
_18052_,57.06µm
_32800_,57.005µm
_02921_,56.98µm
_14240_,56.95µm
_16371_,56.94µm
_17820_,56.94µm
_18065_,56.94µm
_08033_,56.92µm
net287,56.92µm
_20049_,56.9µm
_16370_,56.86µm
_15674_,56.82µm
_27276_,56.82µm
_30354_,56.78µm
_10689_,56.74µm
_29545_,56.74µm
net1794,56.74µm
_11266_,56.66µm
_05305_,56.64µm
_15935_,56.64µm
_03751_,56.62µm
_14621_,56.6µm
_16573_,56.6µm
_20253_,56.56µm
_22201_,56.54µm
_15537_,56.52µm
_29788_,56.5µm
_27502_,56.48µm
_17485_,56.4µm
_34436_,56.4µm
_32797_,56.3µm
_36181_,56.3µm
_05161_,56.29µm
_19325_,56.22µm
_03296_,56.2µm
_16905_,56.18µm
_25232_,56.16µm
_35305_,56.16µm
_12455_,56.14µm
_27669_,56.14µm
_03030_,56.1µm
_13591_,56.1µm
_36861_,56.1µm
_04665_,56.06µm
_36995_,56.06µm
_25850_,56.02µm
_24078_,55.98µm
_12544_,55.96µm
_16043_,55.95µm
_05246_,55.94µm
_13308_,55.94µm
_04205_,55.92µm
_06175_,55.92µm
_18741_,55.92µm
_19574_,55.9µm
_02867_,55.88µm
net1760,55.88µm
_13209_,55.86µm
_17451_,55.86µm
_32308_,55.84µm
_07316_,55.8µm
_34081_,55.78µm
_08690_,55.76µm
net197,55.76µm
_07443_,55.7µm
_18872_,55.67µm
_22747_,55.625µm
_36384_,55.58µm
net725,55.58µm
_22761_,55.56µm
_31453_,55.56µm
_10238_,55.55µm
_26334_,55.52µm
_14467_,55.5µm
_01305_,55.39µm
_16380_,55.36µm
_22352_,55.34µm
_09965_,55.32µm
_36433_,55.3µm
_35755_,55.24µm
_36627_,55.22µm
_21956_,55.2µm
_02972_,55.12µm
_08724_,55.06µm
_07890_,55.02µm
_32770_,55.02µm
_00510_,55µm
_29584_,54.98µm
_17902_,54.96µm
_01694_,54.94µm
_02240_,54.94µm
_32123_,54.94µm
_00803_,54.92µm
_25987_,54.88µm
_27243_,54.88µm
_00544_,54.86µm
_29980_,54.84µm
_14559_,54.8µm
_10807_,54.78µm
_12337_,54.78µm
_35627_,54.78µm
_15542_,54.7µm
_02842_,54.63µm
_02693_,54.62µm
_25990_,54.62µm
_16278_,54.6µm
_09255_,54.56µm
_09461_,54.56µm
_08650_,54.55µm
_05562_,54.49µm
_22822_,54.46µm
_29317_,54.42µm
_00430_,54.39µm
_31595_,54.38µm
_08024_,54.36µm
_12435_,54.36µm
_13722_,54.36µm
net22,54.34µm
net40,54.34µm
_21416_,54.32µm
_22539_,54.32µm
_02244_,54.3µm
_13143_,54.3µm
_20022_,54.28µm
_02303_,54.26µm
_04835_,54.26µm
_10643_,54.26µm
_26220_,54.26µm
_36453_,54.245µm
_05567_,54.24µm
_18958_,54.16µm
_14689_,54.14µm
_35184_,54.14µm
_13852_,54.12µm
_12493_,54.06µm
_17196_,54.06µm
_27249_,54.06µm
_04502_,54.04µm
_08774_,54µm
_03362_,53.96µm
_33674_,53.94µm
net1709,53.9µm
_30867_,53.88µm
_36374_,53.84µm
_17193_,53.8µm
_32255_,53.78µm
net1657,53.74µm
_30812_,53.66µm
_33097_,53.64µm
_36724_,53.64µm
_15583_,53.62µm
_05593_,53.56µm
_17046_,53.56µm
_17603_,53.54µm
_32513_,53.54µm
_36448_,53.54µm
_09927_,53.53µm
_09766_,53.52µm
_09946_,53.52µm
_32242_,53.52µm
_04011_,53.46µm
_27162_,53.44µm
_03524_,53.42µm
_07952_,53.38µm
_00910_,53.32µm
_34858_,53.32µm
_37632_,53.32µm
_04753_,53.26µm
_32129_,53.235µm
_02774_,53.18µm
_32433_,53.18µm
_36144_,53.18µm
